id,product_type_field_id,value
4803,419,Triamterene
4804,419,Triazolam
4805,419,Tributyltin methacrylate
4806,419,Trichlormethine (Trimustine hydrochloride)
4807,419,Trichloroacetic acid
4808,419,Trichloroethylene
4809,419,Trientine hydrochloride
4810,419,Triforine
4811,419,Trilostane
4812,419,TRIM® VX
4813,419,Trimethadione
4814,419,Trimethyl phosphate
4815,419,"Trimethylolpropane triacrylate, technical grade"
4816,419,Trimetrexate glucuronate
4817,419,Triphenyltin hydroxide
4818,419,"Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)"
4819,419,Tris(1-aziridinyl)phosphine sulfide (Thiotepa)
4820,419,"Tris(2,3-dibromopropyl)phosphate"
4821,419,Tris(2-chloroethyl) phosphate
4822,419,Tris(aziridinyl)-p-benzoquinone (Triaziquone)
4823,419,Trp-P-1 (Tryptophan-P-1)
4824,419,Trp-P-2 (Tryptophan-P-2)
4825,419,Trypan blue (commercial grade)
4826,419,Unleaded gasoline (wholly vaporized)
4827,419,Uracil mustard
4828,419,Urethane (Ethyl carbamate)
4829,419,Urofollitropin
4830,419,Valproate (Valproic acid)
4831,419,Vinblastine sulfate
4832,419,Vinclozolin
4833,419,Vincristine sulfate
4834,419,Vinyl bromide
4835,419,Vinyl chloride
4836,419,Vinyl cyclohexene dioxide (4-Vinyl-1-cyclohexene diepoxide)
4837,419,Vinyl fluoride
4838,419,"Vinyl trichloride (1,1,2-Trichloroethane)"
4839,419,"Vinylidene chloride (1,1-Dichloroethylene)"
4840,419,Warfarin
4841,419,Wood dust
4842,419,Zalcitabine
4843,419,Zidovudine (AZT)
4844,419,Zileuton
4845,419,α-Methyl styrene (alpha-Methylstyrene)
4846,419,Gentian violet (Crystal violet)
4847,419,N-Nitrosohexamethyleneimine
4848,419,Nickel (soluble compounds)
4849,419,Alcoholic beverages
4850,419,"Alcoholic beverages, when associated with alcohol abuse"
4851,419,2-Amino-4-chlorophenol
4852,419,Angiotensin converting enzyme  (ACE) inhibitors
4853,419,Anthracene
4854,419,"N,N-Bis(2-chloroethyl)-2-naphthylamine  (Chlornapazine)"
4855,419,"Bis(2-chloro-1-methylethyl)ether,  technical grade"
4856,419,Bisphenol S (BPS)
4857,419,1-Bromo-3-chloropropane
4858,419,1-Butyl glycidyl ether
4859,419,Coal-tar pitch
4860,419,Coconut oil diethanolamine condensate (cocamide diethanolamine)
4861,419,"1,4-Dichloro-2-nitrobenzene"
4862,419,"2,4-Dichloro-1-nitrobenzene"
4863,419,Adultb
4864,419,"Infant boys, age 29 days to 24 monthsb"
4865,419,"Neonatal infant boys, age 0 to 28 daysb"
4866,419,Dimethyl hydrogen phosphite
4867,419,Fluoro-edenite fibrous amphibole
4868,419,Glycidyl methacrylate
4869,419,Cyanide salts that readily dissociate in solution (expressed as cyanide)f
4870,419,Hydrogen cyanidef
4871,419,Sodium cyanidef
4872,419,Potassium cyanidef
4873,419,"Me-A-alpha-C (2-Amino-3-methyl-9H-pyrido[2,3-b]indole)"
4874,419,"MeIQx (2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline)"
4875,419,Methyl acrylate
4876,419,MOPP (vincristine-prednisone-nitrogen mustard-procarbazine mixture)
4877,419,5-(Morpholinomethyl)-3-[(5-nitrofurfuryl-idene)-amino]-2-oxazolidinone
4878,419,Nickel refinery dust from the pyrometallurgical process
4879,419,Nitrogen mustard hydrochloride (Mechlorethamine hydrochloride)
4880,419,Palygorskite fibers (> 5µm in length)
4881,419,Pentachlorophenol and by-products of its synthesis (complex mixture)
4882,419,Perfluorononanoic acid (PFNA) and its salts
4883,419,Perfluorooctane sulfonic acid (PFOS) and its salts and transformation and degradation precursors
4884,419,o-Phenylenediamine dihydrochloride
4885,419,Polychlorinated biphenyls (containing 60 or more percent chlorine by molecular weight)
4886,419,Silicon carbide whiskers
4887,419,Vanadium pentoxide (orthorhombic crystalline form)
4888,419,"Vinylidene chloride _x000D__x000D_
(1,1-Dichloroethylene)"
4889,419,Vismodegib
4890,419,Vinyl acetate
4891,420,Alcoholic Beverage
4892,420,Chemical
4893,420,Diesel Engines
4894,420,Food
4895,420,Furniture
4896,420,On Product Cancer
4897,420,On Product Combined Cancer Reproductive
4898,420,On Product Reproductive
4899,420,Passenger or Off Road Vehicle
4900,420,Raw Wood
4901,420,Recreational Vessel
4902,420,Butyl benzyl phthalate (BBP)d
4903,420,Di(2-ethylhexyl)phthalate (DEHP)
4904,420,Di-isodecyl phthalate (DIDP)
4905,420,Diisononyl phthalate (DINP)
4906,420,Di-n-butyl phthalate (DBP)
4907,420,Di-n-hexyl phthalate (DnHP)
4908,420,Formaldehyde (gas)
4909,420,Lead
4910,420,Lead acetate
4911,420,Lead and lead compounds
4912,420,Lead phosphate
4913,420,Lead subacetate
4914,420,"1,1,1,2-Tetrachloroethane"
4915,420,"1,1,1-trichloroethane"
4916,420,"1,1,2,2-Tetrachloroethane"
4917,420,"1,1-Dichloro-2,2-bis(p-chloropheny)ethylene (DDE)"
4918,420,"1,1-Dichloroethane"
4919,420,"1,1-Dimethylhydrazine (UDMH)"
4920,420,"1,2,3-Trichloropropane"
4921,420,1-(2-Chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea (Methyl-CCNU)
4922,420,1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU) (Lomustine)
4923,420,"1,2-Dibromo-3-chloropropane (DBCP)"
4924,420,"1,2-Dichloropropane"
4925,420,"1,2-Diethylhydrazine"
4926,420,"1,2-Dimethylhydrazine"
4927,420,"1,3-Butadiene"
4928,420,"1,3-Dichloro-2-propanol (1,3-DCP)"
4929,420,"1,3-Dichloropropene"
4930,420,"1,3-Dinitropyrene"
4931,420,"1,3-Propane sultone"
4932,420,"1,4-Butanediol dimethanesulfonate (Busulfan)"
4933,420,"1,4-Dichloro-2-butene"
4934,420,"1,4-Dioxane"
4935,420,"1,6-Dinitropyrene"
4936,420,"1,8-Dinitropyrene"
4937,420,1-[(5-Nitrofurfurylidene)-amino]-2-imidazolidinone
4938,420,"1-Amino-2,4-dibromoanthraquinone"
4939,420,1-Amino-2-methylanthraquinone
4940,420,1-Bromopropane (1-BP)
4941,420,1-Chloro-4-nitrobenzene
4942,420,1-Hydroxyanthraquinone
4943,420,1-Naphthylamine
4944,420,1-Nitropyrene
4945,420,2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole
4946,420,"2,2-Bis(bromomethyl)-1,3-propanediol"
4947,420,"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD)"
4948,420,"2,3-Dibromo-1-propanol"
4949,420,"2,4,5-Trimethylaniline and its strong acid salts"
4950,420,"2,4,6-Trichlorophenol"
4951,420,"2,4,6-Trinitrotoluene (TNT)"
4952,420,"2,4-D butyric acid"
4953,420,"2,4-Diamino-6-chloro-s-triazine (DACT)"
4954,420,"2,4-Diaminoanisole"
4955,420,"2,4-Diaminoanisole sulfate"
4956,420,"2,4-Diaminotoluene"
4957,420,"2,4-Dinitrotoluene"
4958,420,"2,4-Hexadienal (89% trans, trans isomer; 11% cis, trans isomer)"
4959,420,"2,5-Hexanedione"
4960,420,"2,6-Dimethyl-N-nitrosomorpholine (DMNM)"
4961,420,"2,6-Dinitrotoluene"
4962,420,"2,6-Xylidine (2,6-Dimethylaniline)"
4963,420,2-Acetylaminofluorene
4964,420,"2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole"
4965,420,2-Aminoanthraquinone
4966,420,2-Aminofluorene
4967,420,2-Bromopropane (2-BP)
4968,420,2-Chloronitrobenzene
4969,420,2-Chloropropionic acid
4970,420,2-Ethylhexyl acrylate
4971,420,2‑Mercaptobenzothiazole
4972,420,2-Methyl-1-nitroanthraquinone (of uncertain purity)
4973,420,2-Methylaziridine (Propyleneimine)
4974,420,2-Methylimidazole
4975,420,2-Naphthylamine
4976,420,2-Nitrofluorene
4977,420,2-Nitropropane
4978,420,3-(N-Nitrosomethylamino) propionitrile
4979,420,"3,3',4,4'-Tetrachloroazobenzene"
4980,420,"3,3'-Dichloro-4,4'-diamino-diphenyl ether"
4981,420,"3,3'-Dichlorobenzidine"
4982,420,"3,3'-Dichlorobenzidine dihydrochloride"
4983,420,"3,3'-Dimethoxybenzidine-based dyes metabolized to 3,3'-dimethoxybenzidine"
4984,420,"3,3'-Dimethoxybenzidine (o-Dianisidine)"
4985,420,"3,3'-Dimethoxybenzidine dihydrochloride"
4986,420,"3,3'-Dimethylbenzidine-based dyes metabolized to 3,3'-dimethylbenzidine"
4987,420,"3,3'-Dimethylbenzidine (ortho-Tolidine)"
4988,420,"3,3'-Dimethylbenzidine dihydrochloride"
4989,420,"3,7-Dinitrofluoranthene"
4990,420,"3,9-Dinitrofluoranthene"
4991,420,3-Amino-9-ethylcarbazole hydrochloride
4992,420,3-Chloro-2-methylpropene
4993,420,3-Methylcholanthrene
4994,420,"3-Monochloropropane-1,2-diol (3-MCPD)"
4995,420,4-(N-Nitrosomethylamino)-1-(3-pyridyl)1-butanone
4996,420,"4,4'-Diaminodiphenyl ether (4,4'-Oxydianiline)"
4997,420,"4,4'-Methylene bis(2-chloroaniline)"
4998,420,"4,4'-Methylene bis(2-methylaniline)"
4999,420,"4,4'-Methylene bis(N,N-dimethyl)benzenamine"
5000,420,"4,4'-Methylenedianiline"
5001,420,"4,4'-Methylenedianiline dihydrochloride"
5002,420,"4,4'-Thiodianiline"
5003,420,4-Amino-2-nitrophenol
5004,420,4-Aminobiphenyl (4-aminodiphenyl)
5005,420,4-Chloro-o-phenylenediamine
5006,420,4-Dimethylaminoazobenzene
5007,420,4-Methylimidazole
5008,420,4-Nitrobiphenyl
5009,420,4-Nitropyrene
5010,420,4-Vinyl-1-cyclohexene diepoxide (Vinyl cyclohexenedioxide)
5011,420,4-Vinylcyclohexene
5012,420,5-Chloro-o-toluidine and its strong acid salts
5013,420,5-Methoxypsoralen with ultraviolet A therapy
5014,420,5-Methylchrysene
5015,420,5-Nitroacenaphthene
5016,420,6-Nitrochrysene
5017,420,"7,12-Dimethylbenz(a)anthracene"
5018,420,"7H-Dibenzo[c,g]carbazole"
5019,420,8-Methoxypsoralen with ultraviolet A therapy
5020,420,"A-alpha-C (2-Amino-9H-pyrido[2,3-b]indole)"
5021,420,Abiraterone acetate
5022,420,Acetaldehyde
5023,420,Acetamide
5024,420,Acetazolamide
5025,420,Acetochlor
5026,420,Acetohydroxamic acid
5027,420,Acifluorfen sodium
5028,420,Acrylamide
5029,420,Acrylonitrile
5030,420,Actinomycin D
5031,420,AF-2;[2-(2-furyl)-3-(5-nitro-2-furyl)]acrylamide
5032,420,Aflatoxins
5033,420,Alachlor
5034,420,Aldrin
5035,420,All-trans retinoic acid
5036,420,"Aloe Vera, non-decolorized whole leaf extract"
5037,420,Alprazolam
5038,420,Altretamine
5039,420,Amantadine hydrochloride
5040,420,Amikacin sulfate
5041,420,Aminoglutethimide
5042,420,Aminoglycosides
5043,420,Aminopterin
5044,420,Amiodarone hydrochloride
5045,420,Amitraz
5046,420,Amitrole
5047,420,Amoxapine
5048,420,Amsacrine
5049,420,Anabolic steroids
5050,420,Analgesic mixtures containing Phenacetin
5051,420,Androstenedione
5052,420,Angiotensin converting enzyme (ACE) inhibitors
5053,420,Aniline
5054,420,Aniline hydrochloride
5055,420,Anisindione
5056,420,Anthraquinone
5057,420,Antimony oxide (Antimony trioxide)
5058,420,Aramite
5059,420,Areca nut
5060,420,Aristolochic acids
5061,420,Arsenic (inorganic arsenic compounds)
5062,420,Arsenic (inorganic oxides)
5063,420,Asbestos
5064,420,Aspirin
5065,420,Atenolol
5066,420,Atrazine
5067,420,Auramine
5068,420,Auranofin
5069,420,Avermectin B1 (Abamectin)
5070,420,Azacitidine
5071,420,Azaserine
5072,420,Azathioprine
5073,420,Azobenzene
5074,420,Barbiturates
5075,420,Beclomethasone dipropionate
5076,420,Benomyl
5077,420,Benthiavalicarb-isopropyl
5078,420,Benz[a]anthracene
5079,420,Benzene
5080,420,Benzidine [and its salts]
5081,420,Benzidine-based dyes
5082,420,Benzo[a]pyrene
5083,420,Benzo[b]fluoranthene
5084,420,Benzo[j]fluoranthene
5085,420,Benzo[k]fluoranthene
5086,420,Benzodiazepines
5087,420,Benzofuran
5088,420,Benzophenone
5089,420,Benzotrichloride
5090,420,Benzphetamine hydrochloride
5091,420,Benzyl chloride
5092,420,Benzyl violet 4B
5093,420,Beryllium
5094,420,Beryllium and beryllium compounds
5095,420,Beryllium oxide
5096,420,Beryllium sulfate
5097,420,beta-Butyrolactone
5098,420,beta-Myrcene
5099,420,beta-Propiolactone
5100,420,Betel quid with tobacco
5101,420,Betel quid without tobacco
5102,420,Bevacizumab
5103,420,"Bis(2-chloro-1-methylethyl)ether, technical grade"
5104,420,Bis(2-chloroethyl)ether
5105,420,Bis(chloromethyl)ether
5106,420,Bischloroethyl nitrosourea (BCNU) (Carmustine)
5107,420,Bisphenol A (BPA)
5108,420,"Bitumens, extracts of steam-refined and air refined"
5109,420,Bracken fern
5110,420,Bromacil lithium salt
5111,420,Bromate
5112,420,Bromochloroacetic acid
5113,420,Bromodichloroacetic acid
5114,420,Bromodichloromethane
5115,420,Bromoethane
5116,420,Bromoform
5117,420,Bromoxynil
5118,420,Bromoxynil octanoate
5119,420,Butabarbital sodium
5120,420,Butylated hydroxyanisole
5121,420,C.I. Acid Red 114
5122,420,C.I. Basic Red 9 monohydrochloride
5123,420,C.I. Direct Blue 15
5124,420,C.I. Direct Blue 218
5125,420,C.I. Disperse Yellow 3
5126,420,C.I. Solvent Yellow 14
5127,420,Cacodylic acid
5128,420,Cadmium
5129,420,Cadmium and cadmium compounds
5130,420,Caffeic acid
5131,420,Captafol
5132,420,Captan
5133,420,Carbamazepine
5134,420,Carbaryl
5135,420,Carbazole
5136,420,"Carbon black (airborne, unbound particles of respirable size)"
5137,420,Carbon disulfide
5138,420,Carbon monoxide
5139,420,Carbon tetrachloride
5140,420,Carbon-black extracts
5141,420,Carboplatin
5142,420,Catechol
5143,420,Ceramic fibers (airborne particles of respirable size)
5144,420,Certain combined chemotherapy for lymphomas
5145,420,Chenodiol
5146,420,Chloral
5147,420,Chloral hydrate
5148,420,Chlorambucil
5149,420,Chloramphenicol sodium succinate
5150,420,Chlorcyclizine hydrochloride
5151,420,Chlordane
5152,420,Chlordecone (Kepone)
5153,420,Chlordiazepoxide
5154,420,Chlordiazepoxide hydrochloride
5155,420,Chlordimeform
5156,420,Chlorendic acid
5157,420,"Chlorinated paraffins (Average chain length, C12;approximately 60 percent chlorine by weight)"
5158,420,Chloroethane (Ethyl chloride)
5159,420,Chloroform
5160,420,Chloromethyl methyl ether (technical grade)
5161,420,Chloroprene
5162,420,Chlorothalonil
5163,420,Chlorotrianisene
5164,420,Chlorozotocin
5165,420,Chlorpyrifos
5166,420,Chromium (hexavalent compounds)
5167,420,Chrysene
5168,420,Ciclosporin (Cyclosporin A; Cyclosporine)
5169,420,Cidofovir
5170,420,Cinnamyl anthranilate
5171,420,Cisplatin
5172,420,Citrus Red No. 2
5173,420,Cladribine
5174,420,Clarithromycin
5175,420,Clobetasol propionate
5176,420,Clofibrate
5177,420,Clomiphene citrate
5178,420,Clorazepate dipotassium
5179,420,CMNP (pyrazachlor)
5180,420,Cobalt [II] oxide
5181,420,Cobalt metal powder
5182,420,Cobalt sulfate
5183,420,Cobalt sulfate heptahydrate
5184,420,Codeine phosphate
5185,420,Coke oven emissions
5186,420,Colchicine
5187,420,Conjugated estrogens
5188,420,Creosotes
5189,420,Cumene
5190,420,Cupferron
5191,420,Cyanazine
5192,420,Cycasin
5193,420,Cycloate
5194,420,Cycloheximide
5195,420,Cyclopenta[cd]pyrene
5196,420,Cyclophosphamide (anhydrous)
5197,420,Cyclophosphamide (hydrated)
5198,420,Cyhexatin
5199,420,Cytarabine
5200,420,Cytembena
5201,420,D&C Orange No. 17
5202,420,D&C Red No. 19
5203,420,D&C Red No. 8
5204,420,D&C Red No. 9
5205,420,Dacarbazine
5206,420,Daminozide
5207,420,Danazol
5208,420,"Dantron (Chrysazin; 1,8-Dihydroxyanthraquinone)"
5209,420,Daunomycin
5210,420,Daunorubicin hydrochloride
5211,420,DDD (Dichlorodiphenyl-dichloroethane)
5212,420,DDE (Dichlorodiphenyl-dichloroethylene)
5213,420,DDT (Dichlorodiphenyl-trichloroethane)
5214,420,DDVP (Dichlorvos)
5215,420,Demeclocycline hydrochloride (internal use)
5216,420,Des-ethyl atrazine (DEA)
5217,420,Des-isopropyl atrazine (DIA)
5218,420,Diazepam
5219,420,Diazoaminobenzene
5220,420,Diazoxide
5221,420,"Dibenz[a,c]anthracene"
5222,420,"Dibenz[a,h]acridine"
5223,420,"Dibenz[a,h]anthracene"
5224,420,"Dibenz[a,j]acridine"
5225,420,"Dibenz[a,j]anthracene"
5226,420,Dibenzanthracenes
5227,420,"Dibenzo[a,e]pyrene"
5228,420,"Dibenzo[a,h]pyrene"
5229,420,"Dibenzo[a,i]pyrene"
5230,420,"Dibenzo[a,l]pyrene"
5231,420,Dibromoacetic acid
5232,420,Dibromoacetonitrile
5233,420,Dichloroacetic acid
5234,420,Dichloromethane (Methylene chloride)
5235,420,Dichlorophene
5236,420,Dichlorphenamide
5237,420,Diclofop-methyl
5238,420,Dicumarol
5239,420,Dieldrin
5240,420,Diepoxybutane
5241,420,Diesel engine exhaust
5242,420,Diethanolamine
5243,420,Diethyl sulfate
5244,420,Diethylstilbestrol (DES)
5245,420,Diflunisal
5246,420,Diglycidyl resorcinol ether (DGRE)
5247,420,Dihydroergotamine mesylate
5248,420,Dihydrosafrole
5249,420,Diisopropyl sulfate
5250,420,Diltiazem hydrochloride
5251,420,Dimethyl sulfate
5252,420,Dimethylcarbamoyl chloride
5253,420,Dimethylvinylchloride
5254,420,Dinitrotoluene (technical grade)
5255,420,"Dinitrotoluene mixture, 2,4-/2,6-"
5256,420,Dinocap
5257,420,Dinoseb
5258,420,Di-n-propyl isocinchomeronate (MGK Repellent 326)
5259,420,Diphenylhydantoin (Phenytoin)
5260,420,"Diphenylhydantoin (Phenytoin), sodium salt"
5261,420,Direct Black 38 (technical grade)
5262,420,Direct Blue 6 (technical grade)
5263,420,Direct Brown 95 (technical grade)
5264,420,Disodium cyanodithioimidocarbonate
5265,420,Disperse Blue 1
5266,420,Diuron
5267,420,Doxorubicin hydrochloride (Adriamycin)
5268,420,Doxycycline (internal use)
5269,420,Doxycycline calcium (internal use)
5270,420,Doxycycline hyclate (internal use)
5271,420,Doxycycline monohydrate (internal use)
5272,420,Emissions from combustion of coal
5273,420,Emissions from high-temperature unrefined rapeseed oil
5274,420,Endrin
5275,420,Environmental tobacco smoke (ETS)
5276,420,Epichlorohydrin
5277,420,Epoxiconazole
5278,420,Ergotamine tartrate
5279,420,Erionite
5280,420,Estradiol 17B
5281,420,Estragole
5282,420,Estrogen-progestogen (combined) used as menopausal therapy
5283,420,"Estrogens, steroidal"
5284,420,Estrone
5285,420,Estropipate
5286,420,Ethanol in alcoholic beverages
5287,420,Ethinylestradiol
5288,420,Ethionamide
5289,420,Ethoprop
5290,420,Ethyl acrylate
5291,420,Ethyl alcohol in alcoholic beverages
5292,420,Ethyl dipropylthiocarbamate
5293,420,Ethyl methanesulfonate
5294,420,"Ethyl-4,4'-dichlorobenzilate"
5295,420,Ethylbenzene
5296,420,Ethylene dibromide
5297,420,"Ethylene dichloride (1,2-Dichloroethane)"
5298,420,Ethylene glycol (ingested)
5299,420,Ethylene glycol monoethyl ether
5300,420,Ethylene glycol monoethyl ether acetate
5301,420,Ethylene glycol monomethyl ether
5302,420,Ethylene glycol monomethyl ether acetate
5303,420,Ethylene oxide
5304,420,Ethylene thiourea
5305,420,Ethyleneimine (Aziridine)
5306,420,Etodolac
5307,420,Etoposide
5308,420,Etoposide in combination with cisplatin and bleomycin
5309,420,Etretinate
5310,420,Fenoxaprop ethyl
5311,420,Fenoxycarb
5312,420,Filgrastim
5313,420,Fluazifop butyl
5314,420,Flunisolide
5315,420,Fluorouracil
5316,420,Fluoxymesterone
5317,420,Flurazepam hydrochloride
5318,420,Flurbiprofen
5319,420,Flutamide
5320,420,Fluticasone propionate
5321,420,Fluvalinate
5322,420,Folpet
5323,420,Fumonisin B1
5324,420,Furan
5325,420,Furazolidone
5326,420,Furfuryl alcohol
5327,420,Furmecyclox
5328,420,Fusarin C
5329,420,Gallium arsenide
5330,420,Ganciclovir
5331,420,Ganciclovir sodium
5332,420,Gasoline engine exhaust (condensates/extracts)
5333,420,Gemfibrozil
5334,420,Glass wool fibers (inhalable and biopersistent)
5335,420,"Glu-P-1 (2-Amino-6-methyldipyrido[1,2- a:3',2'-d]imidazole)"
5336,420,"Glu-P-2 (2-Aminodipyrido[1,2-a:3',2'-d]imidazole)"
5337,420,Glycidaldehyde
5338,420,Glycidol
5339,420,Glyphosate
5340,420,Goldenseal root powder
5341,420,Goserelin acetate
5342,420,Griseofulvin
5343,420,Gyromitrin (Acetaldehyde methylformylhydrazone)
5344,420,Halazepam
5345,420,Halobetasol propionate
5346,420,Haloperidol
5347,420,Halothane
5348,420,HC Blue 1
5349,420,Heptachlor
5350,420,Heptachlor epoxide
5351,420,Herbal remedies containing plant species of the genus Aristolochia
5352,420,Hexachlorobenzene
5353,420,Hexachlorobutadiene
5354,420,Hexachlorocyclohexane (alpha isomer)
5355,420,Hexachlorocyclohexane (beta isomer)
5356,420,Hexachlorocyclohexane (gamma isomer)
5357,420,Hexachlorocyclohexane (technical grade)
5358,420,Hexachlorodibenzodioxin
5359,420,Hexachloroethane
5360,420,Hexafluoroacetone
5361,420,Hexamethylphosphoramide
5362,420,Histrelin acetate
5363,420,Hydramethylnon
5364,420,Hydrazine
5365,420,Hydrazine sulfate
5366,420,"Hydrazobenzene (1,2-Diphenylhydrazine)"
5367,420,Hydrogen cyanide
5368,420,Hydrogen cyanide (HCN) and cyanide salts (CN salts)
5369,420,Hydroxyurea
5370,420,Idarubicin hydrochloride
5371,420,Ifosfamide
5372,420,Imazalil
5373,420,"Indeno[1,2,3-cd]pyrene"
5374,420,Indium phosphide
5375,420,Indium tin oxide
5376,420,Iodine-131
5377,420,Iprodione
5378,420,Iprovalicarb
5379,420,"IQ (2-Amino-3-methylimidazo[4,5-f] quinoline)"
5380,420,Iron dextran complex
5381,420,Isobutyl nitrite
5382,420,Isoprene
5383,420,Isopyrazam
5384,420,Isotretinoin
5385,420,Isoxaflutole
5386,420,Kresoxim-methyl
5387,420,Lactofen
5388,420,Lasiocarpine
5389,420,Leather dust
5390,420,leucomalachite green
5391,420,Leuprolide acetate
5392,420,Levodopa
5393,420,Levonorgestrel implants
5394,420,Lindane and other hexachlorocyclohexane isomers
5395,420,Linuron
5396,420,Lithium carbonate
5397,420,Lithium citrate
5398,420,Lorazepam
5399,420,Lovastatin
5400,420,Lynestrenol
5401,420,Malathion
5402,420,"Malonaldehyde, sodium salt"
5403,420,Mancozeb
5404,420,Maneb
5405,420,m-Dinitrobenzene
5406,420,Mebendazole
5407,420,Medroxyprogesterone acetate
5408,420,Megestrol acetate
5409,420,"MeIQ (2-Amino-3,4-dimethylimidazo[4,5-f]quinoline)"
5410,420,Melphalan
5411,420,Menotropins
5412,420,Mepanipyrim
5413,420,Meprobamate
5414,420,Mercaptopurine
5415,420,Mercury and mercury compounds
5416,420,Merphalan
5417,420,Mestranol
5418,420,Metam potassium
5419,420,Methacycline hydrochloride
5420,420,Metham sodium
5421,420,Methanol
5422,420,Methazole
5423,420,Methimazole
5424,420,Methotrexate
5425,420,Methotrexate sodium
5426,420,"Methyl bromide, as a structural fumigant"
5427,420,Methyl carbamate
5428,420,Methyl chloride
5429,420,Methyl iodide
5430,420,Methyl isobutyl ketone
5431,420,Methyl isobutyl ketone (MIBK)
5432,420,Methyl isocyanate (MIC)
5433,420,Methyl mercury
5434,420,Methyl methanesulfonate
5435,420,Methylazoxymethanol
5436,420,Methylazoxymethanol acetate
5437,420,Methyleugenol
5438,420,Methylhydrazine
5439,420,Methylhydrazine and its salts
5440,420,Methylhydrazine sulfate
5441,420,Methylmercury compounds
5442,420,Methyl-n-butyl ketone
5443,420,Methyltestosterone
5444,420,Methylthiouracil
5445,420,Metiram
5446,420,Metronidazole
5447,420,Michler's ketone
5448,420,Midazolam hydrochloride
5449,420,Minocycline hydrochloride (internal use)
5450,420,Mirex
5451,420,Misoprostol
5452,420,Mitomycin C
5453,420,Mitoxantrone hydrochloride
5454,420,Molinate
5455,420,Molybdenum trioxide
5456,420,MON 13900 (furilazole)
5457,420,"MON 4660 (dichloroacetyl-1-oxa-4-azaspiro(4,5)-decane"
5458,420,Monocrotaline
5459,420,Mustard Gas
5460,420,MX (3-chloro-4-dichloromethyl-5-hydroxy-2(5H)-furanone)
5461,420,Myclobutanil
5462,420,"N,N-Bis(2-chloroethyl)-2-naphthylamine (Chlornapazine)"
5463,420,"N,N'-Diacetylbenzidine"
5464,420,"N,N-Dimethylacetamide"
5465,420,"N,N-Dimethylformamide"
5466,420,"N,N-Dimethyl-p-toluidine"
5467,420,N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide
5468,420,Nabam
5469,420,Nafarelin acetate
5470,420,Nafenopin
5471,420,Nalidixic acid
5472,420,Naphthalene
5473,420,N-Carboxymethyl-N-nitrosourea
5474,420,Neomycin sulfate (internal use)
5475,420,Netilmicin sulfate
5476,420,n-Hexane
5477,420,Nickel (Metallic)
5478,420,Nickel acetate
5479,420,Nickel carbonate
5480,420,Nickel carbonyl
5481,420,Nickel compounds
5482,420,Nickel hydroxide
5483,420,Nickel oxide
5484,420,Nickel subsulfide
5485,420,Nickelocene
5486,420,Nicotine
5487,420,Nifedipine
5488,420,Nimodipine
5489,420,Niridazole
5490,420,Nitrapyrin
5491,420,Nitrilotriacetic acid
5492,420,"Nitrilotriacetic acid, trisodium salt monohydrate"
5493,420,Nitrobenzene
5494,420,Nitrofen (technical grade)
5495,420,Nitrofurantoin
5496,420,Nitrofurazone
5497,420,Nitrogen mustard (Mechlorethamine)
5498,420,Nitrogen mustard N-oxide
5499,420,Nitrogen mustard N-oxide hydrochloride
5500,420,Nitromethane
5501,420,Nitrous oxide
5502,420,N-Methyl-N'-nitro-N-nitrosoguanidine
5503,420,N-Methylolacrylamide
5504,420,N-Methylpyrrolidone
5505,420,N-Nitrosodiethanolamine
5506,420,N-Nitrosodiethylamine
5507,420,N-Nitrosodimethylamine
5508,420,N-Nitrosodi-n-butylamine
5509,420,N-Nitrosodi-n-propylamine
5510,420,N-Nitrosodiphenylamine
5511,420,N-Nitrosomethylethylamine
5512,420,N-Nitrosomethyl-n-butylamine
5513,420,N-Nitrosomethyl-n-decylamine
5514,420,N-Nitrosomethyl-n-dodecylamine
5515,420,N-Nitrosomethyl-n-heptylamine
5516,420,N-Nitrosomethyl-n-hexylamine
5517,420,N-Nitrosomethyl-n-nonylamine
5518,420,N-Nitrosomethyl-n-octylamine
5519,420,N-Nitrosomethyl-n-pentylamine
5520,420,N-Nitrosomethyl-n-propylamine
5521,420,N-Nitrosomethyl-n-tetradecylamine
5522,420,N-Nitrosomethyl-n-undecylamine
5523,420,N-Nitrosomethylvinylamine
5524,420,N-Nitrosomorpholine
5525,420,N-Nitroso-N-ethylurea
5526,420,N-Nitroso-N-methylurea
5527,420,N-Nitroso-N-methylurethane
5528,420,N-Nitrosonornicotine
5529,420,N-Nitrosopiperidine
5530,420,N-Nitrosopyrrolidine
5531,420,N-Nitrososarcosine
5532,420,Norethisterone (Norethindrone)
5533,420,Norethisterone (Norethindrone) /Ethinyl estradiol
5534,420,Norethisterone (Norethindrone) /Mestranol
5535,420,Norethisterone acetate (Norethindrone acetate)
5536,420,Norethynodrel
5537,420,Norgestrel
5538,420,"o,p'-DDT"
5539,420,o-Aminoazotoluene
