#INFO,Created=1667883295508,,,StoreCategory,,, Indicates missing required fields,, Indicates missing item specific that will be required soon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INFO,Version=1.0,,Template=fx_category_template_EBAY_US,,,, Indicates missing recommended item specific,, Indicates item specific does not apply to this item/category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Action(SiteID=US|Country=US|Currency=USD|Version=1193),Custom label (SKU),ItemID,Category ID,StoreCategory,Title,Relationship,Relationship details,P:UPC,Start price,Quantity,Item photo URL,Condition ID,Description,Format,Duration,Immediate pay required,PostalCode,Max dispatch time,Shipping profile name,Return profile name,Payment profile name,C:Brand,C:MPN,WeightMajor,WeightMinor,WeightUnit,PackageDepth,PackageLength,PackageWidth,C:Type,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-jgr-pn-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Jade-Green|Pick-Pocket=No Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,56.90,5,Jade-Green=https://giggearcovers.com/wp-content/ggcuploads/gac-jgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-jgr-pn-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Jade-Green|Pick-Pocket=No Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,68.90,5,Jade-Green=https://giggearcovers.com/wp-content/ggcuploads/gac-jgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-jgr-py-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Jade-Green|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,86.90,5,Jade-Green=https://giggearcovers.com/wp-content/ggcuploads/gac-jgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-jgr-py-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Jade-Green|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,98.90,5,Jade-Green=https://giggearcovers.com/wp-content/ggcuploads/gac-jgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-jgr-pn-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Jade-Green|Pick-Pocket=No Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,70.95,5,Jade-Green=https://giggearcovers.com/wp-content/ggcuploads/gac-jgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-jgr-pn-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Jade-Green|Pick-Pocket=No Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,82.95,5,Jade-Green=https://giggearcovers.com/wp-content/ggcuploads/gac-jgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-jgr-py-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Jade-Green|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,100.95,5,Jade-Green=https://giggearcovers.com/wp-content/ggcuploads/gac-jgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-jgr-py-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Jade-Green|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,112.95,5,Jade-Green=https://giggearcovers.com/wp-content/ggcuploads/gac-jgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-ote-pn-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Orange-Tea|Pick-Pocket=No Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,56.90,5,Orange-Tea=https://giggearcovers.com/wp-content/ggcuploads/gac-ote-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-ote-pn-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Orange-Tea|Pick-Pocket=No Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,68.90,5,Orange-Tea=https://giggearcovers.com/wp-content/ggcuploads/gac-ote-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-ote-py-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Orange-Tea|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,86.90,5,Orange-Tea=https://giggearcovers.com/wp-content/ggcuploads/gac-ote-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-ote-py-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Orange-Tea|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,98.90,5,Orange-Tea=https://giggearcovers.com/wp-content/ggcuploads/gac-ote-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-ote-pn-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Orange-Tea|Pick-Pocket=No Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,70.95,5,Orange-Tea=https://giggearcovers.com/wp-content/ggcuploads/gac-ote-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-ote-pn-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Orange-Tea|Pick-Pocket=No Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,82.95,5,Orange-Tea=https://giggearcovers.com/wp-content/ggcuploads/gac-ote-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-ote-py-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Orange-Tea|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,100.95,5,Orange-Tea=https://giggearcovers.com/wp-content/ggcuploads/gac-ote-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-ote-py-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Orange-Tea|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,112.95,5,Orange-Tea=https://giggearcovers.com/wp-content/ggcuploads/gac-ote-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-cgr-pn-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Cloudy-Gray|Pick-Pocket=No Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,56.90,5,Cloudy-Gray=https://giggearcovers.com/wp-content/ggcuploads/gac-cgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-cgr-pn-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Cloudy-Gray|Pick-Pocket=No Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,68.90,5,Cloudy-Gray=https://giggearcovers.com/wp-content/ggcuploads/gac-cgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-cgr-py-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Cloudy-Gray|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,86.90,5,Cloudy-Gray=https://giggearcovers.com/wp-content/ggcuploads/gac-cgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-cgr-py-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Cloudy-Gray|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,98.90,5,Cloudy-Gray=https://giggearcovers.com/wp-content/ggcuploads/gac-cgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-cgr-pn-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Cloudy-Gray|Pick-Pocket=No Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,70.95,5,Cloudy-Gray=https://giggearcovers.com/wp-content/ggcuploads/gac-cgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-cgr-pn-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Cloudy-Gray|Pick-Pocket=No Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,82.95,5,Cloudy-Gray=https://giggearcovers.com/wp-content/ggcuploads/gac-cgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-cgr-py-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Cloudy-Gray|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,100.95,5,Cloudy-Gray=https://giggearcovers.com/wp-content/ggcuploads/gac-cgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-cgr-py-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Cloudy-Gray|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,112.95,5,Cloudy-Gray=https://giggearcovers.com/wp-content/ggcuploads/gac-cgr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-fer-pn-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Fire-Engine-Red|Pick-Pocket=No Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,56.90,5,Fire-Engine-Red=https://giggearcovers.com/wp-content/ggcuploads/gac-fer-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-fer-pn-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Fire-Engine-Red|Pick-Pocket=No Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,68.90,5,Fire-Engine-Red=https://giggearcovers.com/wp-content/ggcuploads/gac-fer-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-fer-py-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Fire-Engine-Red|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,86.90,5,Fire-Engine-Red=https://giggearcovers.com/wp-content/ggcuploads/gac-fer-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-fer-py-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Fire-Engine-Red|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,98.90,5,Fire-Engine-Red=https://giggearcovers.com/wp-content/ggcuploads/gac-fer-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-fer-pn-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Fire-Engine-Red|Pick-Pocket=No Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,70.95,5,Fire-Engine-Red=https://giggearcovers.com/wp-content/ggcuploads/gac-fer-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-fer-pn-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Fire-Engine-Red|Pick-Pocket=No Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,82.95,5,Fire-Engine-Red=https://giggearcovers.com/wp-content/ggcuploads/gac-fer-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-fer-py-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Fire-Engine-Red|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,100.95,5,Fire-Engine-Red=https://giggearcovers.com/wp-content/ggcuploads/gac-fer-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-lg-fer-py-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather w/ Padding|Color=Fire-Engine-Red|Pick-Pocket=Yes Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,112.95,5,Fire-Engine-Red=https://giggearcovers.com/wp-content/ggcuploads/gac-fer-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-mbr-pn-zn-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Marbled-Brown|Pick-Pocket=No Pick-Pocket|Zipper Handle=No Zipper Handle,DoesNotApply,56.90,5,Marbled-Brown=https://giggearcovers.com/wp-content/ggcuploads/gac-mbr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,Frontman-10G Combo-l-mbr-pn-zy-25,,,,,Variation,Model=10G Combo|Fabric=Premium Synthetic Leather|Color=Marbled-Brown|Pick-Pocket=No Pick-Pocket|Zipper Handle=Yes Zipper Handle,DoesNotApply,68.90,5,Marbled-Brown=https://giggearcovers.com/wp-content/ggcuploads/gac-mbr-01-psl.webp|https://giggearcovers.com/02a-gac-l-3000x1500/|https://giggearcovers.com/02b-gac-c-3000x1500/|https://giggearcovers.com/03-gac-benefits-3000x1500-3/|https://giggearcovers.com/04-gac-zipper-handle-3000x1500-3/|https://giggearcovers.com/05-gac-2-1-pocket-3000x1500-3/|https://giggearcovers.com/06-gac-ggclogo-3000x1500-3/||,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
